60.871116	52.887451	56.415111
54.837245	47.93478	43.461795
43.301902	26.178403	31.360668
29.991889	3.360741	30.508474
17.214281	-7.605887	36.303382
15.084679	-11.851035	43.120918
21.650951	-15.9193	48.063632
37.80043	-9.020936	45.166179
48.980838	4.598909	39.541709
56.966846	34.491813	36.985134
49.51324	58.901409	45.84793
42.592033	68.983627	57.949058
44.189235	72.344375	63.914402
45.076568	67.21482	55.562919
40.817367	56.955715	41.586971
30.169357	39.975128	30.678913
18.634014	21.402614	26.758831
12.777611	7.075244	28.633651
11.71281	-4.952671	36.132942
18.811481	-7.075244	36.814697
26.442554	-2.299454	31.871982
32.121494	12.204796	26.417953
25.732686	29.892906	23.350061
11.535343	38.736961	24.372692
1.419734	57.663238	39.882587
6.566272	72.344375	60.505634
16.149478	73.051895	63.23265
20.763616	73.759422	56.074237
15.617079	68.983627	48.745384
10.470542	68.806747	48.915824
14.729745	69.868034	51.983715
23.958019	62.439029	41.757411
19.343881	41.567058	27.440584
-1.419734	22.287019	28.633651
-13.310011	0.530643	45.166179
-15.617079	-4.598909	56.585552
-11.18041	-8.313412	60.164756
-4.791604	-12.558559	54.710727
7.631073	-14.32737	46.188808
25.022819	-4.068265	33.235488
39.93003	23.525186	24.372692
29.104557	55.186904	33.065052
14.019879	70.221801	49.938453
9.938141	72.875015	69.879745
18.456548	73.582542	72.606765
26.620021	76.058876	68.516242
27.152421	73.759422	59.823883
25.910154	70.752441	54.881168
28.749622	67.21482	48.745384
29.991889	61.023983	40.053024
28.749622	50.941757	32.383296
22.183351	22.110137	22.32743
5.856405	-0.530643	30.508474
-6.566272	-15.034894	50.279331
-8.695874	-12.912322	72.095443
-0.887334	-10.789748	83.344383
7.808539	-14.504251	86.58271
22.005884	-18.395635	80.106048
36.380695	-18.218753	70.391059
37.268028	-20.164445	64.084838
23.603086	-21.402614	62.891773
15.439613	-23.171424	66.982292
4.614137	-18.395635	71.243255
-7.631073	-11.851035	63.914402
-12.600144	-6.898363	52.324592
-2.662002	7.95965	32.21286
9.583209	26.178403	24.884008
26.797489	46.165969	30.167598
36.73563	52.533687	34.939872
40.994834	57.486358	38.34864
41.882167	62.615909	44.313987
36.558162	67.21482	47.381877
33.363761	68.983627	46.700122
32.653892	64.03096	40.90522
34.606029	57.840122	35.962505
38.510295	46.165969	30.849351
43.656833	34.314933	26.929267
47.383636	24.232711	27.099706
45.963905	3.360741	29.826721
39.752563	-7.075244	37.155574
36.913097	-14.504251	48.063632
31.056692	-16.449943	59.823883
27.152421	-18.572515	64.255279
25.555221	-17.334348	68.516242
24.845354	-17.68811	68.516242
28.927089	-17.511228	65.959663
29.991889	-19.28004	60.164756
30.701757	-19.987564	51.301959
30.346824	-17.157466	38.34864
18.811481	-8.490294	31.360668
13.310011	-1.238168	26.758831
8.163474	8.136531	25.565761
11.535343	16.803705	22.32743
19.698816	24.586473	22.668308
21.118551	30.954193	20.963924
21.473484	33.076766	19.25954
19.698816	34.845577	20.623046
16.859346	42.274585	21.304801
15.794547	47.93478	25.395322
12.422677	56.601951	30.678913
11.71281	56.955715	31.701543
7.808539	60.493339	35.451187
8.163474	65.446006	40.223464
8.340941	70.929321	44.143547
12.777611	76.412635	55.222045
13.664945	76.589515	61.86914
16.504413	78.358329	68.686676
16.326946	76.766403	76.015533
15.617079	75.351348	80.446929
16.68188	75.705116	81.469558
18.101613	71.459968	88.968849
13.664945	65.622886	92.888931
5.501471	54.656261	102.77436
-0.5324	40.152011	105.160499
-5.146537	22.110137	103.456115
-7.453606	5.660195	97.831649
-11.002943	-5.306433	83.855697
-14.729745	-10.435986	69.709312
-13.842411	-9.55158	54.881168
-11.18041	-4.068265	45.507053
-12.24521	-3.714503	41.757411
-12.600144	-10.435986	52.324592
-11.535343	-9.020936	73.11808
-13.132544	-2.122573	86.923591
-14.907213	12.027915	93.741127
-9.760675	27.41657	99.024719
-9.583209	31.838598	98.854278
-13.487478	36.437507	97.149894
-21.118551	28.831619	88.798408
-26.087621	28.124095	81.980873
-27.507354	38.383201	76.867721
-24.845354	44.220275	72.265884
-20.586149	52.356807	71.584129
-9.760675	65.269126	68.686676
-0.887334	71.283088	65.959663
8.695874	73.759422	71.413696
22.005884	76.766403	73.288513
35.138427	73.228775	67.152732
45.431503	68.983627	65.107475
52.35271	63.500316	64.255279
55.014709	61.554622	68.516242
56.611911	62.439029	68.004928
57.676712	62.085266	73.799827
56.789379	61.908386	82.833068
57.499244	62.615909	84.537452
56.079513	67.21482	84.878326
57.321781	70.221801	82.662628
53.41751	73.759422	80.276489
47.738571	72.344375	81.980873
44.54417	62.792793	92.548057
43.301902	52.710567	101.240417
40.107498	54.479381	102.263046
24.845354	53.418094	107.717071
7.453606	57.309478	100.217781
-3.016936	59.255168	92.548057
-7.808539	62.262149	85.219207
-15.794547	57.840122	75.504211
-23.780551	50.587997	63.06221
-22.360818	45.635326	55.222045
-22.005884	41.743942	49.427139
-22.005884	37.498794	47.722755
-25.022819	17.864992	50.279331
-18.279081	0.176881	58.119499
-10.470542	-10.789748	54.710727
-11.71281	-2.830098	48.745384
-20.763616	8.667175	46.529685
-25.022819	23.525186	49.597576
-24.490419	37.14503	52.154151
-23.248151	46.519729	60.505634
-17.214281	52.887451	77.549476
-5.678938	51.29552	92.71849
9.228275	43.512752	103.626556
20.763616	43.335868	104.819618
36.380695	42.982109	104.13787
45.963905	35.906864	101.069976
59.628849	38.560081	89.650604
67.259918	38.029438	80.276489
70.63179	36.437507	66.811859
68.502189	37.14503	54.199413
58.741512	38.029438	41.075656
47.206172	37.852558	37.155574
41.7047	36.614387	32.894611
33.363761	35.37622	27.951898
29.459489	34.314933	27.270145
30.346824	39.444484	29.144968
40.6399	40.859535	34.598995
56.966846	41.567058	46.529685
74.003662	43.689632	71.75457
61.226047	45.458442	90.843673
47.916038	43.866512	99.876907
27.507354	45.104682	103.115234
2.839469	48.819183	99.876907
-12.955078	46.873493	90.502792
-22.183351	46.165969	78.572105
-23.425619	45.989086	67.493606
-19.698816	47.581016	50.279331
-11.357876	43.158988	38.519081
-5.324004	41.036415	31.01979
2.839469	39.975128	28.974529
13.842411	40.328891	26.588392
24.667886	43.335868	26.417953
37.090564	45.458442	29.485845
52.35271	44.043395	37.666889
59.273914	43.512752	49.768016
63.710586	38.736961	62.891773
64.775382	27.770334	70.050186
61.935916	14.681132	66.641418
59.806316	6.544601	58.119499
50.755508	0.707524	47.381877
41.172298	6.013957	35.110313
26.797489	21.402614	26.077075
21.828416	44.043395	27.099706
20.586149	62.262149	38.519081
19.698816	74.466941	56.755989
20.763616	75.174468	72.436325
20.231216	72.521255	85.219207
8.518407	65.799774	92.036743
-0.887334	59.608932	92.207176
-9.228275	59.785812	87.605339
-11.002943	56.601951	85.900955
-13.310011	61.377742	81.299118
-6.921205	67.3917	80.958244
-4.43667	69.160514	79.594734
-5.146537	69.160514	79.594734
-7.098672	67.21482	77.719917
-10.825476	66.330413	74.822463
-17.924148	57.132595	74.822463
-20.941083	51.29552	77.719917
-20.408683	52.887451	75.163337
-16.68188	61.200862	60.676074
-16.68188	59.785812	52.835906
-12.422677	54.125617	47.722755
-14.019879	52.887451	44.484424
-8.873341	54.479381	42.609603
5.324004	63.677196	43.291355
17.214281	60.316455	33.917243
24.490419	41.036415	23.861377
29.104557	23.348306	23.5205
28.039756	27.593452	22.156993
23.248151	61.023983	34.258121
26.442554	74.113182	53.688098
23.958019	78.358329	66.300544
28.039756	76.766403	70.902374
25.555221	77.827682	74.311149
20.586149	76.058876	78.060791
20.941083	71.459968	86.241836
23.958019	67.74546	94.252441
24.135486	61.200862	97.831649
24.135486	54.125617	102.944801
24.135486	47.404136	106.012687
24.845354	36.083744	108.398826
23.070684	20.518207	109.080581
24.490419	6.013957	106.353569
25.022819	-5.129552	99.024719
25.555221	-13.442964	91.695861
21.118551	-16.449943	85.38964
20.231216	-17.68811	82.492187
17.036813	-20.518207	78.060791
9.760675	-20.341327	71.072814
7.631073	-19.987564	54.369853
10.115609	-15.034894	43.461795
12.600144	-5.129552	33.235488
16.149478	4.068265	27.099706
16.859346	13.973608	24.713569
15.262146	19.103158	25.224884
14.019879	6.190839	25.395322
14.374812	-8.313412	34.939872
17.036813	-21.933256	56.926429
22.005884	-22.287019	79.424301
26.265087	1.061287	101.581291
31.234157	28.654739	108.398826
34.783493	52.710567	102.944801
34.96096	65.269126	93.570686
36.73563	70.575561	85.38964
40.462432	71.459968	69.19799
39.752563	72.167488	59.994319
38.86523	70.575561	51.301959
32.298957	69.691154	46.700122
31.056692	69.514274	45.84793
27.862289	63.85408	38.007766
22.538284	61.377742	37.666889
20.053749	61.023983	35.621627
25.022819	64.915367	38.689517
33.363761	65.799774	43.291355
35.138427	70.398681	50.10889
38.510295	73.759422	58.119499
32.476425	77.297042	68.004928
16.68188	78.181449	69.538871
11.357876	76.412635	66.470977
7.276139	76.943283	62.550895
10.115609	77.650802	59.483005
12.422677	76.058876	56.926429
18.279081	73.759422	56.074237
24.845354	73.582542	51.4724
25.910154	73.228775	49.086261
25.022819	70.575561	46.870563
18.456548	73.228775	50.10889
11.71281	70.398681	46.018371
8.873341	70.752441	46.018371
-1.064801	61.200862	39.541709
50.400573	18.041872	49.086261
51.287906	17.864992	49.256698
52.35271	17.511228	47.893192
50.932975	16.803705	49.938453
